id_odf,siren,nom,type,adress,url_ptf,nb_ptf,url_datagouv,nb_datagouv,id_datagouv,merge,tranche_ptf,platform_clean,orga,tags,id_ods,depcode,dep_label,regcode,reg_code_short,reg_code_geo,pop_insee,tranche_pop,lat,lon,text
odf_210500872,210500872,MONTMAUR,COM,Chemin de la Chapelle 05400 Montmaur,,,https://www.data.gouv.fr/fr/organizations/montmaur/,,,datagouv,d_1_5,DataGouv,DataGouv,Equipements,,05,Hautes-Alpes,PAC-93,PAC,93,520,na,44.556433,5.865948,"<p>L'organisation MONTMAUR est une commune et se situe dans le département 05 (Hautes-Alpes) en région Provence-Alpes-Côte-d’Azur. Cette commune représente une population de 520 habitants</p><br><p>MONTMAUR publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/montmaur/'> sa page sur datagouv</a>.</p><br><p>Adresse : Chemin de la Chapelle 05400 Montmaur.</p><br><p>N° de SIREN : 210500872.</p><br>"
odf_214401036,214401036,MONTOIR DE BRETAGNE,COM,65 Rue Jean Jaurès 44550 Montoir-de-Bretagne,https://data.agglo-carene.fr/explore/?refine.publisher=Montoir+de+Bretagne,2,,,,ptf,d_1_5,OpenDataSoft,Data Carene,Administratif-Citoyenneté,Montoir de Bretagne,44,Loire-Atlantique,PDL-52,PDL,52,7058,p_5_10,47.32703,-2.15035,"<p>L'organisation MONTOIR DE BRETAGNE est une commune et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. Cette commune représente une population de 7058 habitants</p><br><p>MONTOIR DE BRETAGNE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 2 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.agglo-carene.fr/explore/?refine.publisher=Montoir+de+Bretagne'> la plateforme de MONTOIR DE BRETAGNE</a>.</p><br><p>Adresse : 65 Rue Jean Jaurès 44550 Montoir-de-Bretagne.</p><br><p>N° de SIREN : 214401036.</p><br>"
odf_213401722,213401722,MONTPELLIER,COM,1 Place Georges Frêche 34070 Montpellier,http://data.montpellier3m.fr/datasets/commune/montpellier,105,,,,ptf,d_101_250,CKAN,Data Montpellier3M,Administratif-Citoyenneté-Transport-Equipements-Environnement-Culture-Urbanisme-Education-Santé-Social,,34,Hérault,OCC-76,OCC,76,282143,p_250_500,43.598842,3.896549,"<p>L'organisation MONTPELLIER est une commune et se situe dans le département 34 (Hérault) en région Occitanie. Cette commune représente une population de 282143 habitants</p><br><p>MONTPELLIER publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 105 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.montpellier3m.fr/datasets/commune/montpellier'> la plateforme de MONTPELLIER</a>.</p><br><p>Adresse : 1 Place Georges Frêche 34070 Montpellier.</p><br><p>N° de SIREN : 213401722.</p><br>"
odf_243400017,243400017,MONTPELLIER MEDITERRANEE METROPOLE,MET,50 Place Zeus 34000 Montpellier,http://data.montpellier3m.fr/datasets/commune/montpellier-mediterran%C3%A9e-m%C3%A9tropole,136,,,,ptf,d_101_250,CKAN,Data Montpellier3M,Administratif-Citoyenneté-Transport-Urbanisme-Culture-Social-Equipements-Environnement-Enfance,,34,Hérault,OCC-76,OCC,76,465070,p_250_500,43.6078,3.890743,"<p>L'organisation MONTPELLIER MEDITERRANEE METROPOLE est une métropole et se situe dans le département 34 (Hérault) en région Occitanie. Cette métropole représente une population de 465070 habitants</p><br><p>MONTPELLIER MEDITERRANEE METROPOLE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 136 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.montpellier3m.fr/datasets/commune/montpellier-mediterran%C3%A9e-m%C3%A9tropole'> la plateforme de MONTPELLIER MEDITERRANEE METROPOLE</a>.</p><br><p>Adresse : 50 Place Zeus 34000 Montpellier.</p><br><p>N° de SIREN : 243400017.</p><br>"
odf_219300480,219300480,MONTREUIL,COM,Place Jean Jaures 93100 Montreuil,https://data.montreuil.fr/explore/?refine.publisher=Ville+de+Montreuil,91,,17,,ptf,d_51_100,OpenDataSoft,Data Montreuil,Administratif-Citoyenneté-Equipements-Environnement-Social-Urbanisme-Culture-Education-Transport,Ville de Montreuil,93,Seine-Saint-Denis,IDF-11,IDF,11,108402,p_100_250,48.862581,2.442508,"<p>L'organisation MONTREUIL est une commune et se situe dans le département 93 (Seine-Saint-Denis) en région Île-de-France. Cette commune représente une population de 108402 habitants</p><br><p>MONTREUIL publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 91 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.montreuil.fr/explore/?refine.publisher=Ville+de+Montreuil'> la plateforme de MONTREUIL</a>.</p><br><p>Adresse : Place Jean Jaures 93100 Montreuil.</p><br><p>N° de SIREN : 219300480.</p><br>"
odf_225600014,225600014,MORBIHAN,DEP,Rue de Saint Tropez 56000 Vannes,,,https://www.data.gouv.fr/fr/organizations/5c924c1c8b4c41159d78d937/,7,5c924c1c8b4c41159d78d937,datagouv,d_11_25,DataGouv,DataGouv,Equipements-Social-Education-Administratif-Environnement-Culture,,56,Morbihan,BRE-53,BRE,53,751309,p_500_1000,47.657221,-2.750012,"<p>L'organisation MORBIHAN est un département. Ce département représente une population de 751309 habitants</p><br><p>MORBIHAN publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 17 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5c924c1c8b4c41159d78d937/'> sa page sur datagouv</a>.</p><br><p>Adresse : Rue de Saint Tropez 56000 Vannes.</p><br><p>N° de SIREN : 225600014.</p><br>"
odf_255601106,255601106,MORBIHAN ENERGIES,AGCT,27 Rue de Luscanen 56000 Vannes,https://www.opendata56.fr/explore/?refine.publisher=Morbihan+%C3%A9nergies,6,https://www.data.gouv.fr/fr/organizations/551d4b6cc751df4f1a0cd89f/,4,551d4b6cc751df4f1a0cd89f,ptf+datagouv,d_11_25,OpenDataSoft,Opendata Morbihan 56,Energie,Morbihan énergies,56,Morbihan,BRE-53,BRE,53,,p_na,47.659791,-2.809266,"<p>L'organisation MORBIHAN ENERGIES est un autre groupement de collectivité territoriale et se situe dans le département 56 (Morbihan) en région Bretagne. </p><br><p>MORBIHAN ENERGIES publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 13 jeux de données : 6 jeux de données sur sa plateforme et 7 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.opendata56.fr/explore/?refine.publisher=Morbihan+%C3%A9nergies'> la plateforme de MORBIHAN ENERGIES</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/551d4b6cc751df4f1a0cd89f/'> sa page sur datagouv</a>.</p><br><p>Adresse : 27 Rue de Luscanen 56000 Vannes.</p><br><p>N° de SIREN : 255601106.</p><br>"
odf_315903898,315903898,MORBIHAN TOURISME,OACT,Allée Nicolas le Blanc 56000 Vannes,,,https://www.data.gouv.fr/fr/organizations/56aa3aac88ee387ea98ffbc6/,,56aa3aac88ee387ea98ffbc6,datagouv,d_1_5,DataGouv,DataGouv,Tourisme,,56,Morbihan,BRE-53,BRE,53,,p_na,47.641276,-2.755057,"<p>L'organisation MORBIHAN TOURISME est un organisme associé de collectivité territoriale et se situe dans le département 56 (Morbihan) en région Bretagne. </p><br><p>MORBIHAN TOURISME publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 4 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/56aa3aac88ee387ea98ffbc6/'> sa page sur datagouv</a>.</p><br><p>Adresse : Allée Nicolas le Blanc 56000 Vannes.</p><br><p>N° de SIREN : 315903898.</p><br>"
odf_225700012,225700012,MOSELLE,DEP,1 Rue du Pont Moreau 57000 Metz,http://www.moselleopendata.fr/datas,20,,,,ptf,d_11_25,Isogéo,Opendata Moselle,Equipements-Transport-Culture-Administratif,,57,Moselle,GES-44,GES,44,1036000,p_1000_5000.001,49.122766,6.17556,"<p>L'organisation MOSELLE est un département. Ce département représente une population de 1036000 habitants</p><br><p>MOSELLE publie uniquement sur un portail local avec une plateforme de type Isogéo.</p><br><p>Cette organisation a publié 20 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://www.moselleopendata.fr/datas'> la plateforme de MOSELLE</a>.</p><br><p>Adresse : 1 Rue du Pont Moreau 57000 Metz.</p><br><p>N° de SIREN : 225700012.</p><br>"
odf_216802249,216802249,MULHOUSE,COM,2 Rue Pierre et Marie Curie 68200 Mulhouse,https://data.mulhouse-alsace.fr/explore/?refine.publisher=Ville+de+Mulhouse,43,,,,ptf,d_26_50,OpenDataSoft,Data Mulhouse Alsace,Administratif-Citoyenneté-Environnement-Equipements-Culture-Urbanisme-Social-Education-Economie,Ville de Mulhouse,68,Haut-Rhin,GES-44,GES,44,111892,p_100_250,47.749928,7.33623,"<p>L'organisation MULHOUSE est une commune et se situe dans le département 68 (Haut-Rhin) en région Grand-Est. Cette commune représente une population de 111892 habitants</p><br><p>MULHOUSE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 43 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.mulhouse-alsace.fr/explore/?refine.publisher=Ville+de+Mulhouse'> la plateforme de MULHOUSE</a>.</p><br><p>Adresse : 2 Rue Pierre et Marie Curie 68200 Mulhouse.</p><br><p>N° de SIREN : 216802249.</p><br>"
odf_213401797,213401797,MURVIEL LES MONTPELLIER,COM,Rue des Lavoirs 34570 Murviel-lès-Montpellier,http://data.montpellier3m.fr/datasets/commune/murviel-les-montpellier,18,,5,,ptf,d_11_25,CKAN,Data Montpellier3M,Equipements-Environnement-Urbanisme-Administratif,,34,Hérault,OCC-76,OCC,76,1928,p_1_5,43.605738,3.737264,"<p>L'organisation MURVIEL LES MONTPELLIER est une commune et se situe dans le département 34 (Hérault) en région Occitanie. Cette commune représente une population de 1928 habitants</p><br><p>MURVIEL LES MONTPELLIER publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 18 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://data.montpellier3m.fr/datasets/commune/murviel-les-montpellier'> la plateforme de MURVIEL LES MONTPELLIER</a>.</p><br><p>Adresse : Rue des Lavoirs 34570 Murviel-lès-Montpellier.</p><br><p>N° de SIREN : 213401797.</p><br>"
odf_314549262,314549262,MUSIQUE ET DANSE EN LOIRE ATLANTIQUE,OACT,11 Rue Jules Verne 44700 Orvault,https://data.loire-atlantique.fr/explore/?refine.publisher=Musique+et+Danse+en+Loire-Atlantique,5,https://www.data.gouv.fr/fr/organizations/534fff98a3a7292c64a78011/,5,534fff98a3a7292c64a78011,ptf+datagouv,d_6_10,OpenDataSoft,Data Loire Atlantique,Culture,Musique et Danse en Loire-Atlantique,44,Loire-Atlantique,PDL-52,PDL,52,,p_na,47.252975,-1.615871,"<p>L'organisation MUSIQUE ET DANSE EN LOIRE ATLANTIQUE est un organisme associé de collectivité territoriale et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. </p><br><p>MUSIQUE ET DANSE EN LOIRE ATLANTIQUE publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 10 jeux de données : 5 jeux de données sur sa plateforme et 5 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.loire-atlantique.fr/explore/?refine.publisher=Musique+et+Danse+en+Loire-Atlantique'> la plateforme de MUSIQUE ET DANSE EN LOIRE ATLANTIQUE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff98a3a7292c64a78011/'> sa page sur datagouv</a>.</p><br><p>Adresse : 11 Rue Jules Verne 44700 Orvault.</p><br><p>N° de SIREN : 314549262.</p><br>"
odf_215403957,215403957,NANCY,COM,1 Place Stanislas 54000 Nancy,,,https://www.data.gouv.fr/fr/organizations/5a210bc888ee382bed1f31db/,,5a210bc888ee382bed1f31db,datagouv,d_1_5,DataGouv,DataGouv,Administratif-Citoyenneté-Equipements-Culture,,54,Meurthe-et-Moselle,GES-44,GES,44,105162,p_100_250,48.69313,6.182668,"<p>L'organisation NANCY est une commune et se situe dans le département 54 (Meurthe-et-Moselle) en région Grand-Est. Cette commune représente une population de 105162 habitants</p><br><p>NANCY publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 5 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/5a210bc888ee382bed1f31db/'> sa page sur datagouv</a>.</p><br><p>Adresse : 1 Place Stanislas 54000 Nancy.</p><br><p>N° de SIREN : 215403957.</p><br>"
odf_217703263,217703263,NANDY,COM,77176 NANDY,https://nandy-grandparissud.opendatasoft.com/explore/?sort=modified,1,,9,,ptf,d_1_5,OpenDataSoft,Data Grand Paris Sud,,Mairie de Nandy,77,Seine-et-Marne,IDF-11,IDF,11,5910,p_5_10,48.580267,2.5664715,"<p>L'organisation NANDY est une commune et se situe dans le département 77 (Seine-et-Marne) en région Île-de-France. Cette commune représente une population de 5910 habitants</p><br><p>NANDY publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 1 jeu de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://nandy-grandparissud.opendatasoft.com/explore/?sort=modified'> la plateforme de NANDY</a>.</p><br><p>Adresse : 77176 NANDY.</p><br><p>N° de SIREN : 217703263.</p><br>"
odf_219200508,219200508,NANTERRE,COM,88 Rue du 8 Mai 1945 92000 Nanterre,http://www.nanterre.fr/1166-donnees-a-telecharger.htm,9,https://www.data.gouv.fr/fr/organizations/58ecb30388ee3855493567c6/,147,58ecb30388ee3855493567c6,ptf+datagouv,d_11_25,Spécifique,Opendata Nanterre,Equipements-Urbanisme,,92,Hauts-de-Seine,IDF-11,IDF,11,95851,p_50_100,48.89218,2.206945,"<p>L'organisation NANTERRE est une commune et se situe dans le département 92 (Hauts-de-Seine) en région Île-de-France. Cette commune représente une population de 95851 habitants</p><br><p>NANTERRE publie sur un portail local et sur data.gouv avec une plateforme de type Spécifique.</p><br><p>Cette organisation a publié 18 jeux de données : 9 jeux de données sur sa plateforme et 9 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://www.nanterre.fr/1166-donnees-a-telecharger.htm'> la plateforme de NANTERRE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/58ecb30388ee3855493567c6/'> sa page sur datagouv</a>.</p><br><p>Adresse : 88 Rue du 8 Mai 1945 92000 Nanterre.</p><br><p>N° de SIREN : 219200508.</p><br>"
odf_214401093,214401093,NANTES,COM,2 Rue de l’Hôtel de Ville 44000 Nantes,https://data.nantesmetropole.fr/explore/?refine.publisher=Ville+de+Nantes,147,https://www.data.gouv.fr/fr/organizations/534fffb9a3a7292c64a78159,139,534fffb9a3a7292c64a78159,ptf+datagouv,d_251_500,OpenDataSoft,Data Nantes Métropole,Administratif-Citoyenneté-Urbanisme-Culture-Social-Education-Transport-Environnement-Equipements-Santé,Ville de Nantes,44,Loire-Atlantique,PDL-52,PDL,52,311479,p_250_500,47.217804,-1.555041,"<p>L'organisation NANTES est une commune et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. Cette commune représente une population de 311479 habitants</p><br><p>NANTES publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 294 jeux de données : 147 jeux de données sur sa plateforme et 147 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.nantesmetropole.fr/explore/?refine.publisher=Ville+de+Nantes'> la plateforme de NANTES</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fffb9a3a7292c64a78159'> sa page sur datagouv</a>.</p><br><p>Adresse : 2 Rue de l’Hôtel de Ville 44000 Nantes.</p><br><p>N° de SIREN : 214401093.</p><br>"
odf_244400404,244400404,NANTES METROPOLE,MET,2 Cours du Champ de Mars 44000 Nantes,https://data.nantesmetropole.fr/explore/?refine.publisher=Nantes+Métropole,139,https://www.data.gouv.fr/fr/organizations/534fff98a3a7292c64a78012,1,534fff98a3a7292c64a78012,ptf+datagouv,d_251_500,OpenDataSoft,Data Nantes Métropole,Transport-Environnement-Equipements-Administratif-Citoyenneté-Urbanisme-Education-Economie-Social-Sports,Nantes Métropole,44,Loire-Atlantique,PDL-52,PDL,52,638931,p_500_1000,47.213797,-1.544258,"<p>L'organisation NANTES METROPOLE est une métropole et se situe dans le département 44 (Loire-Atlantique) en région Pays-de-la-Loire. Cette métropole représente une population de 638931 habitants</p><br><p>NANTES METROPOLE publie sur un portail local et sur data.gouv avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 278 jeux de données : 139 jeux de données sur sa plateforme et 139 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.nantesmetropole.fr/explore/?refine.publisher=Nantes+Métropole'> la plateforme de NANTES METROPOLE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/534fff98a3a7292c64a78012'> sa page sur datagouv</a>.</p><br><p>Adresse : 2 Cours du Champ de Mars 44000 Nantes.</p><br><p>N° de SIREN : 244400404.</p><br>"
odf_210500922,210500922,NEFFES,COM,Chemin de l’Ecole de la Cote à Tallard 05000 Neffes,,,https://www.data.gouv.fr/fr/organizations/neffes/,7,,datagouv,d_1_5,DataGouv,DataGouv,Equipements,,05,Hautes-Alpes,PAC-93,PAC,93,756,na,44.483132,6.009805,"<p>L'organisation NEFFES est une commune et se situe dans le département 05 (Hautes-Alpes) en région Provence-Alpes-Côte-d’Azur. Cette commune représente une population de 756 habitants</p><br><p>NEFFES publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 1 jeu de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/neffes/'> sa page sur datagouv</a>.</p><br><p>Adresse : Chemin de l’Ecole de la Cote à Tallard 05000 Neffes.</p><br><p>N° de SIREN : 210500922.</p><br>"
odf_215904285,215904285,NEUVILLE-SAINT-REMY,COM,Place Edouard Lhotellier 59554 Neuville-Saint-Rémy,,,https://www.data.gouv.fr/fr/organizations/commune-de-neuville-saint-remy/,12,,datagouv,d_6_10,DataGouv,DataGouv,Administratif-Education,,59,Nord,HDF-32,HDF,32,3792,p_1_5,50.188673,3.222377,"<p>L'organisation NEUVILLE-SAINT-REMY est une commune et se situe dans le département 59 (Nord) en région Hauts-de-France. Cette commune représente une population de 3792 habitants</p><br><p>NEUVILLE-SAINT-REMY publie uniquement sur data.gouv.fr.</p><br><p>Cette organisation a publié 7 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/commune-de-neuville-saint-remy/'> sa page sur datagouv</a>.</p><br><p>Adresse : Place Edouard Lhotellier 59554 Neuville-Saint-Rémy.</p><br><p>N° de SIREN : 215904285.</p><br>"
odf_215801945,215801945,NEVERS,COM,1 Place de l’Hotel de Ville 58000 Nevers,https://www.databfc.fr/bfc/portail,11,https://www.data.gouv.fr/fr/organizations/594be11888ee38743d67051b,,594be11888ee38743d67051b,ptf+datagouv,d_11_25,CKAN-CKAN,Data BFC-IDéO - Portail Opendata BFC,Administratif-Citoyenneté-Télécom-Equipements-Environnement,,58,Nièvre,BFC-27,BFC,27,35899,p_25_50,46.98747,3.158176,"<p>L'organisation NEVERS est une commune et se situe dans le département 58 (Nièvre) en région Bourgogne-Franche-Comté. Cette commune représente une population de 35899 habitants</p><br><p>NEVERS publie sur un portail local et sur data.gouv avec une plateforme de type CKAN  CKAN.</p><br><p>Cette organisation a publié 23 jeux de données : 11 jeux de données sur sa plateforme et 12 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de NEVERS</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/594be11888ee38743d67051b'> sa page sur datagouv</a>.</p><br><p>Adresse : 1 Place de l’Hotel de Ville 58000 Nevers.</p><br><p>N° de SIREN : 215801945.</p><br>"
odf_217804517,217804517,NEZEL,COM,Route Nationale (Pont) Saint-Pierre-du-Vauvray,https://gpseo.opendatasoft.com/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Commune+de+Nézel,3,,,,ptf,d_1_5,OpenDataSoft,Opendata Grand Paris Seine & Oise (GPSEO),Administratif-Enfance,,78,Yvelines,IDF-11,IDF,11,1041,p_1_5,49.230352,1.2279812,"<p>L'organisation NEZEL est une commune et se situe dans le département 78 (Yvelines) en région Île-de-France. Cette commune représente une population de 1041 habitants</p><br><p>NEZEL publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 3 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://gpseo.opendatasoft.com/explore/?disjunctive.theme&sort=explore.popularity_score&refine.publisher=Commune+de+Nézel'> la plateforme de NEZEL</a>.</p><br><p>Adresse : Route Nationale (Pont) Saint-Pierre-du-Vauvray.</p><br><p>N° de SIREN : 217804517.</p><br>"
odf_210600888,210600888,NICE,COM,5 Rue de l’Hôtel de Ville 06300 Nice,http://opendata.nicecotedazur.org/data/organization/ville-de-nice,82,,2,,ptf,d_51_100,CKAN,Opendata Nice Côte d'Azur,Administratif-Citoyenneté-Equipements-Environnement-Urbanisme-Social-Education-Culture-Enfance-Santé-Transport,,06,Alpes-Maritimes,PAC-93,PAC,93,346055,p_250_500,43.696197,7.271743,"<p>L'organisation NICE est une commune et se situe dans le département 06 (Alpes-Maritimes) en région Provence-Alpes-Côte-d’Azur. Cette commune représente une population de 346055 habitants</p><br><p>NICE publie uniquement sur un portail local avec une plateforme de type CKAN.</p><br><p>Cette organisation a publié 82 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='http://opendata.nicecotedazur.org/data/organization/ville-de-nice'> la plateforme de NICE</a>.</p><br><p>Adresse : 5 Rue de l’Hôtel de Ville 06300 Nice.</p><br><p>N° de SIREN : 210600888.</p><br>"
odf_225800010,225800010,NIEVRE,DEP,62 Rue de la Prefecture 58000 Nevers,https://www.databfc.fr/bfc/portail,38,https://www.data.gouv.fr/fr/organizations/59367c42c751df5751fcc925,,59367c42c751df5751fcc925,ptf+datagouv,d_26_50,CKAN-CKAN,Data BFC-IDéO - Portail Opendata BFC,Administratif-Citoyenneté-Equipements-Environnement,,58,Nièvre,BFC-27,BFC,27,201518,p_100_250,46.992646,3.161832,"<p>L'organisation NIEVRE est un département. Ce département représente une population de 201518 habitants</p><br><p>NIEVRE publie sur un portail local et sur data.gouv avec une plateforme de type CKAN  CKAN.</p><br><p>Cette organisation a publié 40 jeux de données : 38 jeux de données sur sa plateforme et 2 jeux de données sur data.gouv.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://www.databfc.fr/bfc/portail'> la plateforme de NIEVRE</a> ou sur <a target='_blank' class=""link-underlined"" href='https://www.data.gouv.fr/fr/organizations/59367c42c751df5751fcc925'> sa page sur datagouv</a>.</p><br><p>Adresse : 62 Rue de la Prefecture 58000 Nevers.</p><br><p>N° de SIREN : 225800010.</p><br>"
odf_243000643,243000643,NIMES METROPOLE,CA,3 Rue du Colisée 30000 Nîmes,https://data.nimes-metropole.fr/explore/?disjunctive.publisher&sort=explore.popularity_score,34,,,,ptf,d_26_50,OpenDataSoft,Data Nîmes Métropole,Administratif-Culture-Transport-Tourisme-Urbanisme-Economie,,30,Gard,OCC-76,OCC,76,257788,p_250_500,43.820828,4.358269,"<p>L'organisation NIMES METROPOLE est une communauté d'agglomérations et se situe dans le département 30 (Gard) en région Occitanie. Cette communauté d'agglomérations représente une population de 257788 habitants</p><br><p>NIMES METROPOLE publie uniquement sur un portail local avec une plateforme de type OpenDataSoft.</p><br><p>Cette organisation a publié 34 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://data.nimes-metropole.fr/explore/?disjunctive.publisher&sort=explore.popularity_score'> la plateforme de NIMES METROPOLE</a>.</p><br><p>Adresse : 3 Rue du Colisée 30000 Nîmes.</p><br><p>N° de SIREN : 243000643.</p><br>"
odf_217901917,217901917,NIORT,COM,1 Place Martin Bastard 79000 Niort,https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=niort_agglo.data,9,,,,ptf,d_6_10,ArcGIS,Données Publiques Niort Agglo,Economie-Administratif-Environnement-Equipements,,79,Deux-Sèvres,NAQ-75,NAQ,75,59059,p_50_100,46.323985,-0.464225,"<p>L'organisation NIORT est une commune et se situe dans le département 79 (Deux-Sèvres) en région Nouvelle-Aquitaine. Cette commune représente une population de 59059 habitants</p><br><p>NIORT publie uniquement sur un portail local avec une plateforme de type ArcGis.</p><br><p>Cette organisation a publié 9 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=niort_agglo.data'> la plateforme de NIORT</a>.</p><br><p>Adresse : 1 Place Martin Bastard 79000 Niort.</p><br><p>N° de SIREN : 217901917.</p><br>"
odf_200041317,200041317,NIORT AGGLOMERATION,CA,140 Rue des Equarts 79000 Niort,https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=niort_agglo.data,14,,1,,ptf,d_11_25,ArcGIS,Données Publiques Niort Agglo,Economie-Administratif-Environnement-Equipements,,79,Deux-Sèvres,NAQ-75,NAQ,75,121220,p_100_250,46.318491,-0.483811,"<p>L'organisation NIORT AGGLOMERATION est une communauté d'agglomérations et se situe dans le département 79 (Deux-Sèvres) en région Nouvelle-Aquitaine. Cette communauté d'agglomérations représente une population de 121220 habitants</p><br><p>NIORT AGGLOMERATION publie uniquement sur un portail local avec une plateforme de type ArcGis.</p><br><p>Cette organisation a publié 14 jeux de données sur sa plateforme.</p><br><p>Plus d'infos en cliquant sur <a target='_blank' class=""link-underlined"" href='https://donneespubliques.niortagglo.fr/search?categories=opendata&collection=Dataset&sort=name&source=niort_agglo.data'> la plateforme de NIORT AGGLOMERATION</a>.</p><br><p>Adresse : 140 Rue des Equarts 79000 Niort.</p><br><p>N° de SIREN : 200041317.</p><br>"
